customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00525,Male,0,Yes,No,5,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,63.62,363.2,No
CUST00526,Male,1,No,Yes,51,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,118.08,6088.35,No
CUST00527,Female,1,No,No,2,No,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),55.63,92.47,No
CUST00528,Female,0,No,No,62,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,81.39,5031.37,No
CUST00529,Female,1,No,Yes,48,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Mailed check,51.17,2360.51,No
CUST00530,Male,0,No,Yes,46,No,No phone service,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,119.06,5515.81,Yes
CUST00531,Female,0,No,No,54,No,No,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),64.51,3356.8,No
CUST00532,Male,0,No,No,63,Yes,No,No,Yes,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),83.41,5303.27,No
CUST00533,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,32.67,2020.0,No
CUST00534,Male,0,No,Yes,66,No,No,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),93.3,6227.33,No
CUST00535,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,46.92,676.69,No
CUST00536,Female,0,Yes,No,31,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),64.86,2061.11,No
CUST00537,Male,0,Yes,Yes,67,No,Yes,No,No internet service,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),108.31,7216.13,No
CUST00538,Male,0,No,Yes,17,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),117.06,1923.35,Yes
CUST00539,Female,0,Yes,No,42,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,62.46,2535.14,No
CUST00540,Male,0,No,No,34,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),103.48,3572.88,Yes
CUST00541,Female,0,No,No,57,No,No phone service,No,No,No internet service,No,Yes,Yes,No internet service,One year,No,Electronic check,25.33,1476.96,No
CUST00542,Male,0,Yes,No,32,No,Yes,DSL,No,No,Yes,Yes,No,No internet service,One year,Yes,Mailed check,104.76,3387.24,No
CUST00543,Female,0,No,No,13,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),82.95,1092.92,No
CUST00544,Male,1,Yes,Yes,33,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),68.87,2299.9,No
CUST00545,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),109.0,6525.42,No
CUST00546,Male,0,Yes,No,3,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,104.53,332.11,Yes
CUST00547,Female,0,No,No,58,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,49.69,2839.18,No
CUST00548,Female,1,Yes,No,28,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,99.15,2759.06,No
CUST00549,Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),29.95,301.92,Yes
CUST00550,Male,1,Yes,No,48,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),102.28,4911.39,No
CUST00551,Female,0,Yes,Yes,39,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,87.55,3315.87,Yes
CUST00552,Male,1,Yes,Yes,64,Yes,No,DSL,No internet service,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),28.79,1822.13,No
CUST00553,Female,0,No,Yes,68,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),88.31,5952.2,No
CUST00554,Male,1,No,Yes,26,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),78.05,2037.26,No
CUST00555,Female,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,79.46,352.83,No
CUST00556,Female,0,Yes,Yes,12,No,No,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,49.09,578.49,No
CUST00557,Female,0,Yes,No,63,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,46.65,2901.96,No
CUST00558,Female,0,No,No,61,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Electronic check,96.25,5881.11,No
CUST00559,Female,0,No,No,18,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),45.68,790.87,No
CUST00560,Female,1,No,Yes,42,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,64.63,2732.3,No
CUST00561,Male,1,No,No,19,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.48,1797.55,No
CUST00562,Male,0,No,Yes,67,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,27.96,1815.6,No
CUST00563,Male,0,No,Yes,43,No,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),79.45,3452.54,No
CUST00564,Female,0,Yes,No,22,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,78.94,1614.04,No
CUST00565,Female,0,No,No,1,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,88.42,76.78,Yes
CUST00566,Female,0,Yes,No,21,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,One year,No,Mailed check,56.99,1208.24,No
CUST00567,Female,0,Yes,Yes,56,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,64.9,3597.0,No
CUST00568,Male,0,No,No,71,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),53.0,3673.63,No
CUST00569,Male,0,No,Yes,6,No,No,DSL,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),100.82,603.02,No
CUST00570,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,33.06,1894.91,No
CUST00571,Male,0,No,No,66,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,116.3,7668.48,No
CUST00572,Male,0,No,Yes,15,No,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),83.48,1280.13,No
CUST00573,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Electronic check,108.69,5490.84,No
CUST00574,Male,1,Yes,Yes,71,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.62,4569.59,No
CUST00575,Female,0,Yes,Yes,11,No,No,DSL,Yes,No,No,No,No internet service,No internet service,One year,No,Mailed check,53.23,532.92,No
CUST00576,Male,0,No,Yes,52,No,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),110.07,5676.18,No
CUST00577,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),29.89,104.95,No
CUST00578,Female,0,No,No,26,No,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,31.71,855.23,No
CUST00579,Female,1,Yes,No,11,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),49.93,433.19,No
CUST00580,Female,0,Yes,Yes,16,No,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,115.98,1888.37,Yes
CUST00581,Male,0,Yes,No,5,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),83.31,423.96,Yes
CUST00582,Female,0,No,Yes,4,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),75.42,274.98,No
CUST00583,Female,1,No,No,56,No,No phone service,No,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,90.54,5091.52,Yes
CUST00584,Female,1,Yes,No,27,Yes,Yes,No,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),61.75,1711.73,No
CUST00585,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),95.81,6566.48,Yes
CUST00586,Female,0,Yes,Yes,58,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),59.32,3441.3,No
CUST00587,Male,0,No,Yes,32,No,No phone service,No,No internet service,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),102.64,3300.78,No
CUST00588,Female,1,Yes,No,61,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),46.73,2864.95,No
CUST00589,Male,0,No,Yes,49,No,Yes,No,Yes,No internet service,Yes,No,Yes,No,One year,No,Mailed check,47.75,2401.31,No
CUST00590,Male,1,Yes,No,18,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),72.24,1319.38,No
CUST00591,Female,0,Yes,Yes,68,Yes,No,No,No,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,63.08,4321.7,No
CUST00592,Male,0,Yes,No,65,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,84.81,5557.28,No
CUST00593,Female,0,Yes,No,46,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.43,2693.71,No
CUST00594,Female,0,Yes,Yes,38,No,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,43.06,1606.99,No
CUST00595,Female,0,Yes,No,67,No,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,66.98,4568.95,No
CUST00596,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,76.1,2558.75,No
CUST00597,Male,0,Yes,Yes,12,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,34.26,385.02,No
CUST00598,Female,0,No,No,53,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,75.67,3999.67,No
CUST00599,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,51.93,290.16,No
CUST00600,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,59.25,803.09,No
CUST00601,Female,1,No,Yes,18,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Two year,No,Mailed check,47.93,769.66,No
CUST00602,Female,1,Yes,Yes,53,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),113.14,5971.45,No
CUST00603,Female,1,No,No,19,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,88.33,1664.59,No
CUST00604,Male,1,No,No,28,No,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),46.25,1276.95,No
CUST00605,Male,0,Yes,No,23,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,84.5,1924.94,Yes
CUST00606,Male,0,No,Yes,62,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),104.86,6476.86,No
CUST00607,Female,0,No,No,56,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.16,3407.83,No
CUST00608,Female,0,Yes,No,7,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,103.0,747.91,No
CUST00609,Female,0,No,Yes,61,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),35.44,2247.01,No
CUST00610,Male,1,Yes,Yes,28,No,Yes,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,102.28,2902.84,Yes
CUST00611,Female,0,Yes,No,16,No,No,No,Yes,No,Yes,Yes,No,No internet service,Two year,No,Electronic check,74.03,1129.6,No
CUST00612,Female,0,Yes,Yes,65,No,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,42.3,2741.0,No
CUST00613,Female,0,Yes,Yes,5,No,No phone service,DSL,No internet service,No,No,Yes,No,No,One year,No,Bank transfer (automatic),60.71,289.74,No
CUST00614,Female,0,No,Yes,57,No,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),118.8,6784.36,No
CUST00615,Male,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.36,6743.14,No
CUST00616,Male,0,Yes,No,27,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,77.51,2102.06,No
CUST00617,Female,1,No,Yes,61,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.52,1932.14,No
CUST00618,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),61.78,2471.7,No
CUST00619,Male,0,Yes,Yes,68,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,46.31,3189.61,No
CUST00620,Female,1,No,Yes,40,No,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Electronic check,27.1,1055.55,No
CUST00621,Female,1,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.22,3489.71,No
CUST00622,Male,1,No,Yes,48,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),108.92,5260.39,No
CUST00623,Female,1,No,Yes,70,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),87.56,6147.96,No
CUST00624,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),44.97,156.11,No
CUST00625,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.36,574.84,Yes
CUST00626,Male,0,No,Yes,34,No,No,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),114.32,3881.86,Yes
CUST00627,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),92.29,97.63,Yes
CUST00628,Male,0,No,Yes,23,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),88.95,1970.31,No
CUST00629,Male,0,No,Yes,37,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),116.82,4318.01,No
CUST00630,Male,0,No,Yes,21,No,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),99.89,2157.04,No
CUST00631,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),33.66,945.81,No
CUST00632,Male,0,Yes,No,42,No,No,No,No internet service,Yes,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),54.76,2349.04,No
CUST00633,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),116.51,6275.32,Yes
CUST00634,Female,0,No,Yes,38,Yes,No phone service,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,68.97,2683.94,No
CUST00635,Female,0,No,No,28,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,31.16,918.05,No
CUST00636,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,65.86,1227.12,No
CUST00637,Male,0,Yes,Yes,40,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),89.7,3558.91,No
CUST00638,Female,0,No,No,53,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Electronic check,119.75,6338.32,No
CUST00639,Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),52.39,942.87,No
CUST00640,Female,1,No,No,18,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),71.41,1269.84,No
CUST00641,Female,0,Yes,Yes,65,No,No phone service,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,107.97,7042.39,Yes
CUST00642,Female,0,Yes,Yes,29,No,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,55.53,1662.3,No
CUST00643,Male,0,No,Yes,52,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.93,1589.42,No
CUST00644,Female,0,No,No,33,No,No,DSL,No,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),114.89,3860.79,No
CUST00645,Male,1,No,Yes,21,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,68.84,1478.15,No
CUST00646,Male,0,No,No,66,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,70.28,4673.26,No
CUST00647,Male,0,Yes,Yes,5,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,82.12,364.65,Yes
CUST00648,Female,1,Yes,Yes,26,No,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),20.35,619.49,No
CUST00649,Male,1,Yes,No,9,No,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,113.11,1045.66,Yes
CUST00650,Male,0,No,Yes,47,No,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,56.15,2622.42,No
CUST00651,Female,1,Yes,No,69,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,59.69,4093.15,No
CUST00652,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),37.41,2154.26,No
CUST00653,Male,0,Yes,Yes,58,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.82,3302.64,No
CUST00654,Female,0,No,No,1,No,Yes,DSL,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),100.39,149.81,No
CUST00655,Male,0,No,Yes,28,No,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,100.0,2754.2,Yes
CUST00656,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),113.58,7624.35,No
CUST00657,Male,1,No,No,64,No,No,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,60.32,3837.98,No
CUST00658,Female,1,No,Yes,25,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,90.87,2305.29,No
CUST00659,Female,0,Yes,No,9,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Two year,No,Mailed check,70.72,676.82,No
CUST00660,Female,1,No,Yes,52,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),100.4,5188.6,No
CUST00661,Male,0,No,Yes,58,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,91.25,5290.81,No
CUST00662,Male,0,No,Yes,21,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),56.79,1120.42,No
CUST00663,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),53.67,2768.53,No
CUST00664,Male,0,Yes,Yes,47,No,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,45.24,2179.68,No
CUST00665,Male,1,No,No,20,No,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,77.65,1483.22,No
CUST00666,Female,1,Yes,No,21,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),116.38,2400.63,Yes
CUST00667,Female,0,No,No,29,No,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),40.01,1153.55,No
CUST00668,Male,0,No,No,24,No,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),29.53,710.66,No
CUST00669,Male,0,No,No,27,Yes,No phone service,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),31.94,828.08,No
CUST00670,Male,0,No,No,64,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),98.31,6234.59,No
CUST00671,Female,1,No,Yes,44,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.01,2440.19,No
CUST00672,Female,0,Yes,Yes,67,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,42.44,2930.45,No
CUST00673,Female,0,No,No,6,Yes,No,No,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,55.28,334.41,No
CUST00674,Female,0,Yes,No,48,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),84.53,4042.85,Yes
CUST00675,Male,0,Yes,Yes,8,Yes,Yes,No,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,74.68,577.6,No
CUST00676,Female,0,No,Yes,35,No,No,No,Yes,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),94.36,3247.76,No
CUST00677,Female,0,No,Yes,0,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Mailed check,53.91,0.0,No
CUST00678,Female,0,Yes,No,9,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),65.2,643.61,No
CUST00679,Female,0,Yes,No,35,No,No phone service,No,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,30.2,953.46,No
CUST00680,Female,1,Yes,No,45,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,27.31,1232.46,No
CUST00681,Male,0,No,Yes,31,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),66.23,2054.53,No
CUST00682,Male,0,Yes,Yes,31,No,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,50.16,1560.88,No
CUST00683,Female,1,No,No,5,No,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),81.28,442.77,Yes
CUST00684,Male,0,No,No,47,No,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,24.3,1145.16,No
CUST00685,Female,1,No,Yes,37,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,32.18,1167.96,No
CUST00686,Female,0,Yes,Yes,16,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),106.52,1671.49,Yes
CUST00687,Male,0,No,Yes,26,No,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.63,2057.3,No
CUST00688,Male,0,No,Yes,53,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,91.21,4886.18,Yes
CUST00689,Female,0,No,No,49,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,104.2,5249.68,No
CUST00690,Female,0,No,Yes,34,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.38,2242.87,No
CUST00691,Female,0,No,Yes,24,Yes,No,No,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,96.11,2274.73,No
CUST00692,Male,0,Yes,Yes,27,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),72.46,1979.08,No
CUST00693,Female,0,No,No,14,No,No,No,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),42.27,613.23,No
CUST00694,Female,0,No,No,3,No,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,53.77,193.13,Yes
CUST00695,Female,1,Yes,Yes,26,No,No,No,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),69.04,1837.4,No
CUST00696,Male,1,No,Yes,25,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),51.69,1323.58,No
CUST00697,Female,1,Yes,Yes,18,No,No phone service,No,No,Yes,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),53.55,1017.65,No
CUST00698,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,53.74,920.24,No
CUST00699,Male,0,Yes,No,42,No,No,No,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,32.28,1417.05,No
CUST00700,Female,0,Yes,No,40,Yes,Yes,No,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,28.46,1025.33,No
CUST00701,Female,0,No,Yes,41,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Mailed check,24.65,1022.27,No
