customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,ChurnProbability,Customer_Status
CUST00567,Female,0,Yes,Yes,56,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,64.9,3597.0,0.13146327,Not At Risk
CUST00568,Male,0,No,No,71,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),53.0,3673.63,0.004436237,Not At Risk
CUST00569,Male,0,No,Yes,6,No,No,DSL,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),100.82,603.02,0.08967343,Not At Risk
CUST00570,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,33.06,1894.91,0.078909405,Not At Risk
CUST00571,Male,0,No,No,66,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,116.3,7668.48,0.22674906,Not At Risk
CUST00572,Male,0,No,Yes,15,No,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),83.48,1280.13,0.21777984,Not At Risk
CUST00573,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Electronic check,108.69,5490.84,0.078350015,Not At Risk
CUST00574,Male,1,Yes,Yes,71,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.62,4569.59,0.030458828,Not At Risk
CUST00575,Female,0,Yes,Yes,11,No,No,DSL,Yes,No,No,No,No internet service,No internet service,One year,No,Mailed check,53.23,532.92,0.0683155,Not At Risk
CUST00576,Male,0,No,Yes,52,No,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),110.07,5676.18,0.09044253,Not At Risk
CUST00577,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),29.89,104.95,0.03329595,Not At Risk
CUST00578,Female,0,No,No,26,No,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,31.71,855.23,0.37758636,Not At Risk
CUST00579,Female,1,Yes,No,11,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),49.93,433.19,0.11840292,Not At Risk
CUST00582,Female,0,No,Yes,4,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),75.42,274.98,0.03615079,Not At Risk
CUST00584,Female,1,Yes,No,27,Yes,Yes,No,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),61.75,1711.73,0.027114391,Not At Risk
CUST00586,Female,0,Yes,Yes,58,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),59.32,3441.3,0.08006035,Not At Risk
CUST00587,Male,0,No,Yes,32,No,No phone service,No,No internet service,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),102.64,3300.78,0.107253745,Not At Risk
CUST00588,Female,1,Yes,No,61,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),46.73,2864.95,0.018052604,Not At Risk
CUST00589,Male,0,No,Yes,49,No,Yes,No,Yes,No internet service,Yes,No,Yes,No,One year,No,Mailed check,47.75,2401.31,0.042185128,Not At Risk
CUST00590,Male,1,Yes,No,18,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),72.24,1319.38,0.043959655,Not At Risk
CUST00591,Female,0,Yes,Yes,68,Yes,No,No,No,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,63.08,4321.7,0.012827776,Not At Risk
CUST00592,Male,0,Yes,No,65,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,84.81,5557.28,0.14872214,Not At Risk
CUST00593,Female,0,Yes,No,46,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.43,2693.71,0.3040855,Not At Risk
CUST00594,Female,0,Yes,Yes,38,No,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,43.06,1606.99,0.057638433,Not At Risk
CUST00595,Female,0,Yes,No,67,No,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,66.98,4568.95,0.015379567,Not At Risk
CUST00596,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,76.1,2558.75,0.046353653,Not At Risk
CUST00597,Male,0,Yes,Yes,12,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,34.26,385.02,0.09156009,Not At Risk
CUST00598,Female,0,No,No,53,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,75.67,3999.67,0.31519496,Not At Risk
CUST00599,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,51.93,290.16,0.098621115,Not At Risk
CUST00600,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,59.25,803.09,0.56260324,At Risk
CUST00601,Female,1,No,Yes,18,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Two year,No,Mailed check,47.93,769.66,0.08942101,Not At Risk
CUST00602,Female,1,Yes,Yes,53,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),113.14,5971.45,0.07489761,Not At Risk
CUST00603,Female,1,No,No,19,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,88.33,1664.59,0.39486197,Not At Risk
CUST00604,Male,1,No,No,28,No,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),46.25,1276.95,0.23260471,Not At Risk
CUST00606,Male,0,No,Yes,62,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),104.86,6476.86,0.018827429,Not At Risk
CUST00607,Female,0,No,No,56,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.16,3407.83,0.11390439,Not At Risk
CUST00608,Female,0,Yes,No,7,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,103.0,747.91,0.040245514,Not At Risk
CUST00609,Female,0,No,Yes,61,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),35.44,2247.01,0.041243915,Not At Risk
CUST00611,Female,0,Yes,No,16,No,No,No,Yes,No,Yes,Yes,No,No internet service,Two year,No,Electronic check,74.03,1129.6,0.10388367,Not At Risk
CUST00612,Female,0,Yes,Yes,65,No,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,42.3,2741.0,0.072283454,Not At Risk
CUST00613,Female,0,Yes,Yes,5,No,No phone service,DSL,No internet service,No,No,Yes,No,No,One year,No,Bank transfer (automatic),60.71,289.74,0.107190825,Not At Risk
CUST00614,Female,0,No,Yes,57,No,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),118.8,6784.36,0.032843485,Not At Risk
CUST00615,Male,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.36,6743.14,0.060588717,Not At Risk
CUST00616,Male,0,Yes,No,27,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,77.51,2102.06,0.07053874,Not At Risk
CUST00617,Female,1,No,Yes,61,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.52,1932.14,0.15986791,Not At Risk
CUST00618,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),61.78,2471.7,0.3238872,Not At Risk
CUST00619,Male,0,Yes,Yes,68,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,46.31,3189.61,0.09197036,Not At Risk
CUST00620,Female,1,No,Yes,40,No,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Electronic check,27.1,1055.55,0.1252495,Not At Risk
CUST00621,Female,1,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.22,3489.71,0.025183665,Not At Risk
CUST00622,Male,1,No,Yes,48,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),108.92,5260.39,0.043453623,Not At Risk
CUST00623,Female,1,No,Yes,70,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),87.56,6147.96,0.04272798,Not At Risk
CUST00624,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),44.97,156.11,0.18343253,Not At Risk
CUST00628,Male,0,No,Yes,23,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),88.95,1970.31,0.014478697,Not At Risk
CUST00629,Male,0,No,Yes,37,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),116.82,4318.01,0.059658706,Not At Risk
CUST00630,Male,0,No,Yes,21,No,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),99.89,2157.04,0.046615157,Not At Risk
CUST00631,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),33.66,945.81,0.09891213,Not At Risk
CUST00632,Male,0,Yes,No,42,No,No,No,No internet service,Yes,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),54.76,2349.04,0.07198924,Not At Risk
CUST00634,Female,0,No,Yes,38,Yes,No phone service,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,68.97,2683.94,0.061426938,Not At Risk
CUST00635,Female,0,No,No,28,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,31.16,918.05,0.15359537,Not At Risk
CUST00636,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,65.86,1227.12,0.09239568,Not At Risk
CUST00637,Male,0,Yes,Yes,40,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),89.7,3558.91,0.032281972,Not At Risk
CUST00638,Female,0,No,No,53,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Electronic check,119.75,6338.32,0.23650017,Not At Risk
CUST00639,Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),52.39,942.87,0.28887329,Not At Risk
CUST00640,Female,1,No,No,18,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),71.41,1269.84,0.052070167,Not At Risk
CUST00642,Female,0,Yes,Yes,29,No,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,55.53,1662.3,0.08339382,Not At Risk
CUST00643,Male,0,No,Yes,52,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.93,1589.42,0.1022201,Not At Risk
CUST00644,Female,0,No,No,33,No,No,DSL,No,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),114.89,3860.79,0.041280895,Not At Risk
CUST00645,Male,1,No,Yes,21,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,68.84,1478.15,0.16539925,Not At Risk
CUST00646,Male,0,No,No,66,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,70.28,4673.26,0.061438844,Not At Risk
CUST00648,Female,1,Yes,Yes,26,No,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),20.35,619.49,0.03974614,Not At Risk
CUST00650,Male,0,No,Yes,47,No,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,56.15,2622.42,0.068758585,Not At Risk
CUST00651,Female,1,Yes,No,69,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,59.69,4093.15,0.018728988,Not At Risk
CUST00652,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),37.41,2154.26,0.0665474,Not At Risk
CUST00653,Male,0,Yes,Yes,58,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.82,3302.64,0.12741691,Not At Risk
CUST00654,Female,0,No,No,1,No,Yes,DSL,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),100.39,149.81,0.16801044,Not At Risk
CUST00656,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),113.58,7624.35,0.09676008,Not At Risk
CUST00657,Male,1,No,No,64,No,No,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,60.32,3837.98,0.042841125,Not At Risk
CUST00658,Female,1,No,Yes,25,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,90.87,2305.29,0.33016515,Not At Risk
CUST00659,Female,0,Yes,No,9,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Two year,No,Mailed check,70.72,676.82,0.029495068,Not At Risk
CUST00660,Female,1,No,Yes,52,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),100.4,5188.6,0.069164515,Not At Risk
CUST00661,Male,0,No,Yes,58,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,91.25,5290.81,0.015208469,Not At Risk
CUST00662,Male,0,No,Yes,21,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),56.79,1120.42,0.1206701,Not At Risk
CUST00663,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),53.67,2768.53,0.022022044,Not At Risk
CUST00664,Male,0,Yes,Yes,47,No,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,45.24,2179.68,0.07510212,Not At Risk
CUST00665,Male,1,No,No,20,No,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,77.65,1483.22,0.08705846,Not At Risk
CUST00667,Female,0,No,No,29,No,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),40.01,1153.55,0.03591067,Not At Risk
CUST00668,Male,0,No,No,24,No,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),29.53,710.66,0.08677971,Not At Risk
CUST00669,Male,0,No,No,27,Yes,No phone service,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),31.94,828.08,0.12055865,Not At Risk
CUST00670,Male,0,No,No,64,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),98.31,6234.59,0.09916467,Not At Risk
CUST00671,Female,1,No,Yes,44,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.01,2440.19,0.05439733,Not At Risk
CUST00672,Female,0,Yes,Yes,67,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,42.44,2930.45,0.032006577,Not At Risk
CUST00673,Female,0,No,No,6,Yes,No,No,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,55.28,334.41,0.035821926,Not At Risk
CUST00675,Male,0,Yes,Yes,8,Yes,Yes,No,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,74.68,577.6,0.08164939,Not At Risk
CUST00676,Female,0,No,Yes,35,No,No,No,Yes,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),94.36,3247.76,0.06387572,Not At Risk
CUST00677,Female,0,No,Yes,0,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Mailed check,53.91,0.0,0.10492193,Not At Risk
CUST00678,Female,0,Yes,No,9,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),65.2,643.61,0.107757494,Not At Risk
CUST00679,Female,0,Yes,No,35,No,No phone service,No,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,30.2,953.46,0.073567644,Not At Risk
CUST00680,Female,1,Yes,No,45,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,27.31,1232.46,0.33183274,Not At Risk
CUST00681,Male,0,No,Yes,31,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),66.23,2054.53,0.012648193,Not At Risk
CUST00682,Male,0,Yes,Yes,31,No,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,50.16,1560.88,0.023461275,Not At Risk
CUST00684,Male,0,No,No,47,No,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,24.3,1145.16,0.24950483,Not At Risk
CUST00685,Female,1,No,Yes,37,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,32.18,1167.96,0.09536098,Not At Risk
CUST00687,Male,0,No,Yes,26,No,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.63,2057.3,0.1289948,Not At Risk
CUST00689,Female,0,No,No,49,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,104.2,5249.68,0.095984064,Not At Risk
CUST00690,Female,0,No,Yes,34,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.38,2242.87,0.10492307,Not At Risk
CUST00691,Female,0,No,Yes,24,Yes,No,No,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,96.11,2274.73,0.112122834,Not At Risk
CUST00692,Male,0,Yes,Yes,27,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),72.46,1979.08,0.023391072,Not At Risk
CUST00693,Female,0,No,No,14,No,No,No,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),42.27,613.23,0.03649765,Not At Risk
CUST00695,Female,1,Yes,Yes,26,No,No,No,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),69.04,1837.4,0.10122203,Not At Risk
CUST00696,Male,1,No,Yes,25,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),51.69,1323.58,0.021630706,Not At Risk
CUST00697,Female,1,Yes,Yes,18,No,No phone service,No,No,Yes,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),53.55,1017.65,0.06400732,Not At Risk
CUST00698,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,53.74,920.24,0.25962567,Not At Risk
CUST00699,Male,0,Yes,No,42,No,No,No,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,32.28,1417.05,0.019370016,Not At Risk
CUST00700,Female,0,Yes,No,40,Yes,Yes,No,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,28.46,1025.33,0.034394976,Not At Risk
CUST00701,Female,0,No,Yes,41,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Mailed check,24.65,1022.27,0.013166546,Not At Risk
CUST00702,Male,0,No,No,49,Yes,Yes,No,No,No,No,Yes,No,No internet service,One year,No,Electronic check,31.1,1477.74,0.03585797,Not At Risk
CUST00703,Female,0,No,Yes,39,No,Yes,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,54.37,2173.2,0.03893404,Not At Risk
CUST00704,Male,0,Yes,Yes,38,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),79.39,2902.7,0.07494257,Not At Risk
CUST00705,Male,0,Yes,Yes,22,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,38.81,927.28,0.49407488,Not At Risk
CUST00706,Female,0,Yes,No,51,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,108.8,5505.57,0.09643559,Not At Risk
CUST00707,Female,0,No,Yes,46,No,No,No,No,No internet service,No,Yes,No,Yes,Two year,No,Mailed check,100.84,4583.95,0.06359767,Not At Risk
CUST00708,Female,0,Yes,No,62,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,72.05,4484.91,0.046151288,Not At Risk
CUST00710,Male,0,No,Yes,42,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,One year,No,Credit card (automatic),56.63,2467.43,0.19076689,Not At Risk
CUST00711,Female,0,Yes,Yes,47,No,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.68,1181.11,0.07107096,Not At Risk
CUST00712,Male,0,Yes,No,33,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),110.43,3618.65,0.030761443,Not At Risk
CUST00713,Female,0,No,Yes,39,No,No,DSL,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),32.78,1330.54,0.13214865,Not At Risk
CUST00715,Female,0,No,Yes,49,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,77.19,3754.61,0.011189347,Not At Risk
CUST00716,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,50.56,3372.67,0.04624927,Not At Risk
CUST00717,Female,0,No,No,61,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,69.55,4315.34,0.022131754,Not At Risk
CUST00718,Female,0,No,No,57,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,70.16,3977.07,0.056391124,Not At Risk
CUST00719,Female,0,No,No,32,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,22.33,696.31,0.038108863,Not At Risk
CUST00720,Female,1,Yes,Yes,15,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),55.55,848.31,0.05985456,Not At Risk
CUST00721,Male,0,Yes,Yes,47,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,93.99,4372.83,0.05380753,Not At Risk
CUST00723,Male,1,No,No,37,No,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),44.42,1598.36,0.02593283,Not At Risk
CUST00724,Male,0,Yes,Yes,18,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),53.51,931.52,0.13571042,Not At Risk
CUST00725,Male,0,No,Yes,35,Yes,No,No,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,106.31,3809.21,0.043894038,Not At Risk
CUST00726,Male,0,No,Yes,58,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Electronic check,72.55,4218.63,0.054602146,Not At Risk
CUST00727,Male,0,No,Yes,62,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),72.84,4613.26,0.027542695,Not At Risk
CUST00729,Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),52.09,230.16,0.18779972,Not At Risk
CUST00730,Male,1,No,No,64,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,67.95,4379.58,0.06518096,Not At Risk
CUST00732,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,95.89,4756.11,0.21626768,Not At Risk
CUST00733,Female,0,Yes,No,5,No,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),46.58,160.04,0.062928095,Not At Risk
CUST00734,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),35.11,1266.79,0.03405982,Not At Risk
CUST00735,Male,0,No,Yes,59,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.07,5281.15,0.02566103,Not At Risk
CUST00736,Female,1,Yes,Yes,27,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),45.77,1186.21,0.034669206,Not At Risk
CUST00738,Male,1,Yes,Yes,36,No,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,32.92,1227.2,0.30028677,Not At Risk
CUST00740,Male,1,Yes,Yes,55,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.48,1416.82,0.04231574,Not At Risk
CUST00743,Male,1,Yes,Yes,60,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,83.59,5006.49,0.045402195,Not At Risk
CUST00744,Male,0,Yes,No,57,No,No phone service,No,No,No internet service,No,Yes,No internet service,No,One year,No,Electronic check,113.78,6443.8,0.16932687,Not At Risk
CUST00745,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),32.85,1949.78,0.044782016,Not At Risk
CUST00746,Male,0,No,No,39,No,No phone service,DSL,No internet service,No,No internet service,No,No,No,One year,No,Electronic check,28.77,1130.79,0.13382946,Not At Risk
CUST00747,Male,0,No,No,35,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),103.84,3509.26,0.032613274,Not At Risk
CUST00748,Male,1,Yes,Yes,36,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),105.55,3798.25,0.04424799,Not At Risk
CUST00750,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),99.9,6174.86,0.050975963,Not At Risk
CUST00751,Male,0,Yes,Yes,21,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.22,1114.55,0.25269464,Not At Risk
